,,Trung,,,,Thảo,,,
Folder ,ArticleID,Userneed,I1: Emotional Impact (Tác động cảm xúc),I3: Public Discourse Potential (Khả năng khơi gợi tranh luận xã hội),I4: Policy or Social Change Relevance (Liên quan đến thay đổi xã hội/chính sách),Userneed,I1: Emotional Impact (Tác động cảm xúc),I3: Public Discourse Potential (Khả năng khơi gợi tranh luận xã hội),I4: Policy or Social Change Relevance (Liên quan đến thay đổi xã hội/chính sách)
kinhdoanh/doanh-nghiep,4990768,Update me,1 | Không có yếu tố cảm xúc," 5| Có thể tạo bình luận cá nhân, không thành làn sóng", 5 |Liên Quan Trung Bình: Nội dung đề cập đến các vấn đề có tầm quan trọng công cộng nhưng chưa đi sâu vào khía cạnh chính sách hoặc cải cách.,Update me,1 | Không có yếu tố cảm xúc,3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội."
,4990684,Update me,1 | Không có yếu tố cảm xúc,3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Keep me engaged,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội."
kinhdoanh/doanh-nghiep/doanh-nghiep-viet,4990383,Help me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Keep me engaged,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
,4990356,Inspire me," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Inspire me," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",3 | Có khả năng được chia sẻ nhưng không gây tranh luận, 5 |Liên Quan Trung Bình: Nội dung đề cập đến các vấn đề có tầm quan trọng công cộng nhưng chưa đi sâu vào khía cạnh chính sách hoặc cải cách.
kinhdoanh/doanh-nghiep/logistic-40,4988220,Help me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Educate me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội."
,4988935,Educate me,1 | Không có yếu tố cảm xúc,3 | Có khả năng được chia sẻ nhưng không gây tranh luận,3 | Có khả năng được chia sẻ nhưng không gây tranh luận,Educate me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",1 | Không tạo tranh luận,"3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội."
giaitri/thoi-trang,4990182,Divert me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Help me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
,4990777,Divert me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
suckhoe/song-khoe/khoe-dep,4965953,Help me," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội.",Educate me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội."
,4964811,Educate me," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội.",Educate me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội."
suckhoe/vaccine/tu-van,4952303,Help me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội.",Educate me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội."
,4953266,Educate me," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội.",Keep me engaged," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội."
vnexpress/tam-su,4987976,Keep me engaged, 7 | Gợi cảm xúc rõ rệt ở người đọc,3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
,4987988,Keep me engaged, 7 | Gợi cảm xúc rõ rệt ở người đọc," 5| Có thể tạo bình luận cá nhân, không thành làn sóng","1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Divert me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
vnexpress/tam-su/hen-ho,4987918,Keep me engaged," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
,4987912,Keep me engaged," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
vnexpress/y-kien/thoi-su,4987741,Educate me," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)"," 5| Có thể tạo bình luận cá nhân, không thành làn sóng","3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội.",Keep me engaged," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",7 | Có thể kích hoạt thảo luận trong một cộng đồng cụ thể, 5 |Liên Quan Trung Bình: Nội dung đề cập đến các vấn đề có tầm quan trọng công cộng nhưng chưa đi sâu vào khía cạnh chính sách hoặc cải cách.
,4987420,Update me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",7 | Có thể kích hoạt thảo luận trong một cộng đồng cụ thể, 5 |Liên Quan Trung Bình: Nội dung đề cập đến các vấn đề có tầm quan trọng công cộng nhưng chưa đi sâu vào khía cạnh chính sách hoặc cải cách.,Update me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý","9 | Dễ trở thành chủ đề nóng, tranh cãi rộng rãi trên mạng/xã hộ", 5 |Liên Quan Trung Bình: Nội dung đề cập đến các vấn đề có tầm quan trọng công cộng nhưng chưa đi sâu vào khía cạnh chính sách hoặc cải cách.
vnexpress/thu-gian,4986924,Divert me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
,4972180,Divert me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
vnexpress/thu-gian/crossword,4985424,Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
,4985812,Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
Thế giới ,4988062,Update me," 9 | Gây cảm xúc mạnh mẽ, dễ lan truyền, có thể dẫn tới hành động cộng đồng",7 | Có thể kích hoạt thảo luận trong một cộng đồng cụ thể, 5 |Liên Quan Trung Bình: Nội dung đề cập đến các vấn đề có tầm quan trọng công cộng nhưng chưa đi sâu vào khía cạnh chính sách hoặc cải cách.,Keep me engaged," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",3 | Có khả năng được chia sẻ nhưng không gây tranh luận, 5 |Liên Quan Trung Bình: Nội dung đề cập đến các vấn đề có tầm quan trọng công cộng nhưng chưa đi sâu vào khía cạnh chính sách hoặc cải cách.
,4987895,Update me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý"," 5| Có thể tạo bình luận cá nhân, không thành làn sóng","3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội.",Update me,1 | Không có yếu tố cảm xúc," 5| Có thể tạo bình luận cá nhân, không thành làn sóng","3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội."
Khoa học CN,4962761,Educate me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Give me perspective,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
,4991440,Give me perspective,1 | Không có yếu tố cảm xúc," 5| Có thể tạo bình luận cá nhân, không thành làn sóng", 5 |Liên Quan Trung Bình: Nội dung đề cập đến các vấn đề có tầm quan trọng công cộng nhưng chưa đi sâu vào khía cạnh chính sách hoặc cải cách.,Educate me,"3 | Có yếu tố cảm xúc nhẹ, không đáng chú ý",1 | Không tạo tranh luận,"3 |Liên Quan Thấp: Nội dung là tin tức tiêu dùng/địa phương, có liên kết gián tiếp hoặc nhỏ đến chính sách hoặc xã hội."
Đời sống ,4987885,Update me," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",7 | Có thể kích hoạt thảo luận trong một cộng đồng cụ thể, 5 |Liên Quan Trung Bình: Nội dung đề cập đến các vấn đề có tầm quan trọng công cộng nhưng chưa đi sâu vào khía cạnh chính sách hoặc cải cách.,Update me," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",7 | Có thể kích hoạt thảo luận trong một cộng đồng cụ thể, 5 |Liên Quan Trung Bình: Nội dung đề cập đến các vấn đề có tầm quan trọng công cộng nhưng chưa đi sâu vào khía cạnh chính sách hoặc cải cách.
,4986595,Keep me engaged," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Keep me engaged," 5| Có chút đồng cảm (Cảm xúc hiện diện, nhưng không sâu sắc)",3 | Có khả năng được chia sẻ nhưng không gây tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
dulich/diem-den,4987684,Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."
,4937382,Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn.",Divert me,1 | Không có yếu tố cảm xúc,1 | Không tạo tranh luận,"1 |Rất Thấp/Không Liên Quan: Nội dung chủ yếu là giải trí, tin tức nhẹ, hoặc sở thích cá nhân, không có bất kỳ liên kết rõ ràng nào đến chính sách hoặc vấn đề xã hội lớn."